,comments,label
70911,"나라별로 개성이 없다는건 사실이지만 초등학교때 컴퓨터 기사아저씨가 스타,라이덴,버츄어캅과 같이 깔아주고간 게임의 향수는 아직까지 남아있다. 그리고 완전 한글화라니",1
50711,Arma2:british Aemed Forces실행을하여도..전혀실행이되지않은쑤레기제품,0
33382,이 게임은 비행조종사 양성프로그램을 개조한것으로 실제 비행기종의 대부분을 컨트롤 할수있습니다. 이거 한마디면 끝일꺼같은데요... 그냥 즐길수도있지만 접하기 어려워요 사관학교 졸업도안하고 비행기 조종 할수있슴??,1
39226,한손으로 할수있어서 편안함 ^^,1
38376,솔직히 말해서 그렇게 엄청 재밌는 게임은 아니다.,0
3697,몇몇 서버 제외하고 서버가 밥먹듯이 터져서 게임을 원할하게 할 수 있는 날이 얼마 없고 버그는 존시나게 많아서 멘탈 약한분들에게는 진짜 최악의 게임 버그도 자잘한 버그도 아니고 치명적인 버그들이라 멘탈 강화하기 좋은 게임,0
53853,공돌이들이 좋아할만한 겜이지만 나는 문돌이라 할수있는거라곤 바퀴 네개달린 모양새빠지는 자동차 밖에 못만듬,0
34272,어쌔신 크리드 시리즈의 역작이라 할 수 있는 작품,1
35953,그다지 매력적이지 못한 퍼즐게임...,0
84651,잠시해봤는데 진짜 재밌어요. 더많은 놀이기구들이 업데이트 될꺼라 믿습니다!,1
26007,흠...재밌군요....근데 여러분은 샨테가 메루루 보균자라는 사실을 알고 계십니?까?,1
99931,오랜만에 썰고뜯고맛보고 즐겨보았습니다.,1
85475,가면 갈수록 화면 바꾸기가 아니라 죽어서 맵 외워서 깨는 방식이 되서 아쉬움게임은 신선해요 하지만 할수록 극혐이 되갑니다.,1
33420,발기조절 가능한 자지만들기 게임,1
6307,"재미있는데, 멀미가 좀 많이 나서 잠시 쉬는 중..",1
83178,총합 24시간해서 도전과제다깼다 정말 갓겜이야,1
82392,호러 고장난 인형옷을 입은 로봇으로부터 아침 6시까지만 버티면 됩니다. 심야알바가 이렇게 위험합니다. 여러분,1
42506,폴더폰시절의 도트가 눈에 보이는 알피지게임들보다 구립니다. 뭐가 구리냐고요? 전부요. 모든게 다 구려요.,0
22638,심시티5와 함께 IP를 망친 썩을놈들로 선정하겠슴,0
79912,한국인이라면 안하는게 좋을거같네요. 쌉고인물겜 하자마자 암걸려요. 비추천.,0
17304,조작감과 여러가지가 불만이지만 재밌으므로 추천합니다 무료로 풀렸으니 한번 해보시는것도 나쁘지 않다고 생각합니다,1
74772,내가 이게임을 많이하긴했지만 계속할수록 질리는 게임 같아요 ㅜ 그리고 로딩 화면이 혐오적이다는것 ㄷㄷ 징그러운거 싫어하거나 못보시는 분들에게는 비추천이에요 하지만 약간의 중독성이 있다는사실... 그렇게 잔인하진 않지만 하면 안돼는 게임인거 같아요,0
98782,가볍게,1
48363,"파크라이3에 비해 아쉬운 점이 너무 많다. 앞으로 나아가지 않으면 적 유닛이 무한히 생성된다거나, 반복형 오픈월드 플레이 방식이 3보다 심한 것 같다. 3에서 느꼈던 참신함과 재미를 찾아보기가 힘들다.",0
3677,6만원 주고 산게 후회될 정도로 뻔함.모바일 공룡 게임이 훨씬 나아보일 정도로....,0
35153,추리가 너무 쉬워서 등장인물끼리 추리해나가는 대화가 지루해지고 이미 아는 얘기를 자꾸하니까 대화를 스킵하게 된다. 결국 전체적으로 흥미도 잃고 과몰입을 못해서 아쉽다,0
78826,일상생활이 어렵다.,0
17746,빌어먹을 파라독스 로그인은 자꾸 풀리고 비밀번호를 변경해도 로그인도 안되는건가.,0
49098,진짜 개 비싸네,1
45269,매우 훌륭합니다,1
25867,고스트리콘 퓨쳐솔져반만못함,0
11627,그저 그럼.,0
16938,뭔가 자잘하게 안먹히고 사람 짜증나게 하는 구석이 꽤 많음 게임 잘만들었는게 특히 길만들고 건물하고 연결되는게 제일 스트레스 받음 동물 우리 만들고 기르고 관리하는건 재밌음. 근데 길이사람 기분 잡침,0
84356,명작임,1
25343,아직 조금밖에 안써봤는데 재밌네요,1
76536,절대 사지 마라,0
84016,프란츠 카프카 800원,0
14933,불로불사의 갓겜 별이 4개,1
68251,이게 왜 추천인지 모르겠음,0
49835,더럽게 어려움,0
82282,번역 이상함 다른나라방들가면 한글안나옴 게임은 재밋음 하지만 오래할만한겜은아님 열쇠 전부찾고 다락방문 안에잇는 지하실문열쇠먹고 회색인형 다태우고 여자애태우면 이김,1
31437,911만큼 재미있다. 근데 내 컴퓨터에서만 그런지 한글 폰트가 너무 작고 깨진다. 그래서 한 게임 하고 나면 눈이 아프다. 비디오 해상도 등등을 바꿔봤지만 도통 이유를 모르겠다.,1
85530,이 게임을 보고 스팀을 알게 됬습니다. 최고의 게임 입니다.,1
42547,플레이 시간이 오류인듯 하다 난 아직 튜토리얼만 하였을 뿐인대...,1
13076,솔직히 관련 이슈에 대해 어느정도 아시는 분들이라면 새삼 플레이할 필요는 없는 수준이지만(그리고 솔직히 너무 희망차요... 약간 교육용 게임같은 느낌...) 생각보다 귀여운 그래픽과 한글화가 되어있다는 점에서 추천 드립니당,1
66750,입대 전에사서 입사 후까지 하고있음,1
67937,흥미가 가는 주제는 확실한데 계속 플레이 하고 싶어지지는 않음. 무엇이 문제일까?,0
91023,잠입 게임 중엔 꽤 좋았습니다. 플레이스타일은 암살 위주로 하게끔 레벨 디자인도 적당히 잘 되있구요. 목적지까지의 루트도 획일적이지 않고 조금은 고민하게끔 이끌어낸 것도 인상적이었습니다.,1
35444,내가 이상한건가..? 감동이 없다,0
19881,와 존나커,1
30578,싸게사서 한번쯤 해보기는 좋습니다. 시리즈 순서대로 하면 나름의 스토리도 있고 그렇습니다. 3.5/10,0
56093,사람이없지,0
12994,흠...비추함!!,0
83792,개 어려움...,0
2774,힐링 게임 느긋하게 하기에 좋아요. 동물이 되어 사계절이 있는 숲으로 탐험을 떠납시다. 새로운 친구들과 함께 여행을 떠날 수 있을지도 몰라요.,1
9416,한글화안함,0
34318,ㅏ 이거 2016년때 진짜많이했었는데 오랜만에 다시해봐야겠군요ㅎㅎ 물론 좋으니까 다시하는거겠죠?,1
64607,커맨드&컨커류 게임을 원하신다면 추천드립니다,1
54680,+ 동화적인 그래픽 + 재미있는 조작법 + 한글화 필요 없음 - 스토리 개연성 없음. 엔딩... - 은근히 그로테스크한 연출 90% 세일로 샀기 때문에 나름 만족스러웠지만 반대로 말하면 제값 주고 사기엔 아까운 게임,0
42803,치트 왜막아놓지? 치트써서 하는것도 꿀잼인대 환불한다 온라인 어짜피 안하는거,0
29984,게임 자체는 좋으나 개발사 에서 지원이 끊김,1
72536,집에 있는 햄스터 생각남 근데 햄스터 보는게 더 재미있네,0
59849,역시 믿고 플레이하는 역설사 게임! 영어 잘 모르셔도 상관없습니다. 한글 패치가 있으니까요! 한글 패치 어떻게 하는지 모르셔도 상관 없습니다. 그냥 영어로 해놓고 해도 충분히 알아들을 수 있고 재밌으니까요!,1
64183,발전이없누,0
59866,트랜지스터보다는 노잼,0
14083,이야 뽀이이이이ㅣ이이ㅣ잉,0
72201,일단 한글지원 안한다면서 완벽지원함. 이 점은 걱정 ㄴㄴ 정가까지는 조금 아쉽지만 할인 한다면 살만함.,1
28442,마음에 드는데 모델링 어떻게 추가하지?,1
15080,긴말 안한다 좆같다 그냥,0
28752,운정말 재미는 있음. 근데 다만 멀티가 아쉽다는것만 뺀다면...,1
20684,매우 좋은 퍼즐게임.,1
78507,ㄹㅇ 저장이 안됨 진짜 재밌긴 함 근데 저장이 안됨 그래서 난 문의 넣고 지랄함,1
34918,후 너무 어렵다 그리고 보스 나올때 브금이 너무 무섭다 힐링게임 하려고 샀는데 공포겜 그 자체,0
68613,이 게임은 개 좆으로 비벼놓은 아폴로입니다 세상에나 추억의 맛을 이렇게 개좆같이 만들어놓은 게임은 이게임이 처음ㅇ비니다 이게임 살바에 그냥 온디스크에 30000원 충전해서 야동다운받아보는게 더 이득입니다,0
33960,"닥던 아무리 인기 좋아도 스트레스 받는 게임 싫어해서 절대 안 하고 있었는데, 영상보고 캐릭터들 귀여워서 충동구매. 게임이 스트레스 받는 부분이 많은 것은 사실인데, 캐릭터들 보는 맛에 플레이 중. 허허허 그저 팔라딘쟝 최고다!!!!!",1
83791,팬이 아니라면 사지 마시길,0
94583,몇판 하면 땀 확 빠집니다... 심지어 피트니스 항목도 있어서 다이어트 할때도 좋구요 컨트롤러 앱 작동이 안되신다 싶으시면 백신프로그램 꺼보시고 해보세요,1
81546,컨트롤러 없으면 좁아터진 키보드 자판으로 해야 해서 짜증나네요;; 으아아아! 나도 머찐 콤보 해보고 싶다고!!,1
94358,시팔 클라우드저장이 없어서 재설치하니까 다날라감,0
77480,비록 1보다 많은게 추가 됐지만 여전히 많은 버그.... 그리고 나아지지 않은 게임 모드 조금만 더 살렸으면...,0
86410,도대체 용량이 왜 9GB 나 먹는건지 이해가 안갑니다.,0
75298,게임 재미있어요! 그리고 가끔식 리듬게임도 할 수도 있는데. 난 그거 멋져서 마음에 들더라고요.,1
85555,더럽게 지루하다.. ㅋㅋ 50단계 넘어가니 하기가 싫어진다.,0
13224,키설정 ㅈ같다고 다들 뭐라하시는데 제가 해결했습니다 겜내에서 키바꿀수있습니다! esc키눌러서 c키로 화면 바꾸면 키바꾸는창이 뜹니다!!! 해결됬어요!! 해결!!! 이제 한글패치만 하면되!!!!,1
48258,사지말고 복돌도 하지마라 코에이 유통사가 고소미 그렇게 잘 사준다더라 이새끼들은 게임을 만드는게 아님 그냥 무장 7~800명 CG 내는거지,0
34436,취향차이일 수 있겠지만 별로였습니다. 딱히 전략적인 부분이 없습니다. 그냥 신고받고 요구 들어주는 것이 끝.. 이후엔 반복 노가다.. 사건도 별로없고 3시간짜리 게임입니다. 개인적으로 mini metro? 랑 비슷한 게임인것 같습니다.,0
74468,추천한다고 해야 마이트앤 매직11이 나올수 있겠지...,1
26337,산지 하루만에 켜지지 않음,0
13223,트레일러에 낚임,0
36473,미르스틴 갑자기 5500원 가격 폭락 실화냐;;,0
66355,사놓고 안한다,0
35088,3D 멀미 엄청납니다,0
56759,올드한 게임 좋아해서 많이 하긴 하는데... 지금하기엔 너무 안맞음... 2 부터 시작하는게 맞는 듯,0
50560,전설 or 레전드 앙 ㅇ 3ㅇ,1
85159,아니 10년전 게임인데 요즘 컴에서 프레임 드랍이 심하다는게 말이되냐??? 바하4야 물론 명작이지만 HD는 명작에 걸맞지 않게 쓰레기 이식을 해서... 사스가 돈콤 ㅂㄷㅂㄷ,0
92700,나왔구나 ㅠㅠ 어릴때 잼게했는데,1
11285,약간의 롤플레잉을 곁들이면 충분히 돈값합니다. 저는 영어 까막눈입니다. 다행히 영어 사전이 옆에 있어요. (네이버 사전) 저는 어쩌다 선장이 되어부렸어요. 이제 선장이 되어서 살아남아야 함니다. 라고 자기최면 걸고 flay!,1
11853,처음하는 사람한테는 너무 어렵고 그렇게 재미있지가...,0
30145,쯔꾸르 게임. 이전에 다른 쯔꾸르 게임은 정말 재미있게 했던거 같은데 이게임은... 맵도 좀 불편하고 힌트 찾기도 번거롭고 그걸 감수할만한 재미가 없는듯.,0
46658,ㅋㅋㅋㅋ 궁금해서 산 내가 바보다,0
24827,진심 이번작 심판 whw병tls이다 이번작도 가정교육 독학한듯...,1
44528,랭겜 돌렸는데.. 시작 10초만에 양쪽 포인트 먹고 시작한지 5분만에 크루져 나옴 ...... 그것도 한대가 아닌 10대 이상이.... 그렇다고 1티어 유닛이 없는것도 아님 그의 배는 있음.. 진짜.. 핵 판침...,0
81870,"스팀 가을세일로 약 6100원에 샀는데... 6100원치곤 상당히 재미있게 플레이 했습니다. 비공식 한글패치도 있구요. 게임진행도 재밌었고, 특히 스토리가 제일 재미있었습니다. 만약 세일기간이라면 구입을 추천!",1
977,음 권장사양에 맞춰있는데 프레임이 떨어지네요,0
8034,저기요 해상도를 설정했는데 나중에 플레이하다가 팅기는데 해상도가 갑자기 낮아지고 언어도 너무작아졌어요 수정: 생각했던건데 예전에 내구력이 이렇게 상당히 민감하지않았던걸로 기억하는데 왜이버전에는 차가 너무잘부서지죠? 이러니까 플레이가 너무불편해요,1
31711,멀티플레이 세이브가 되지않습니다. 빠른 버그 수정 바랍니다.,0
75757,역시 양키 취향게임인지 별 흥미를 못느끼겠다,0
98832,쉬바 한밤중에이겜하다가 바람에 쾅 하고 닫혀서 심장에 무리옴............. 물론 2를 이미 다깨고 하는거라서 그거빼고 무덤덤하게 시체들을 도륙낼수 있었음. 2보다 한글패치 하기가 조금 어렵지만 아무튼 갓-겜. 2보다 딸리는게 딱히 없다.,1
75499,급하게 건물 막 짓지 말고 천천히 하나씩 조금씩 발전하면 할만하다. 하지만 물과 식량이 계속 부족. 부족. 부족.,1
52493,슈퍼갓겜.. 리얼..,1
71235,힘들게 깼다 근데 퍼즐이 공략 안보고하면 못깰듯,1
43452,이걸 왜 샀을까 조잡하고 버그도 있고 정식버전은 아마 지구가 멸망할떄 나올듯,0
17740,가족들을 어떻게 효율적으로 굶기느냐가 제일 중요한 게임 솔직히 한두번 깨면 질림,0
23708,최고의 좀 도둑이 되자!,1
2667,넥슨에서 있었던게 스팀으로 옮겨졌네 한번도 안해봐서 오늘 처음 한건데 약간 배필4 같은느낌? 아무튼 재미있더라고,1
54870,하 왜 마이클럽이랑 온라인이 안되냐 스바로마들아 빨리 해결좀 해라 존나 그맛에 하는건데...,0
55727,"스마트폰 게임 나올떄 부터 했던게임 정말 제미있음. 근데 왜 무기,차,스킨,맵 쫌 패치좀 해주세요!!!",1
76003,병신좆망겜 밸런스좆망겜,0
36600,게임을 하고싶어도 기력없는 사람들에게 안성맞춤인 게임,1
32661,플레이어 없음,1
7717,리얼 개빡치는 게임 지금 당장 환불하고 싶은데 할수가 없다 이게임을 산게 내평생 후회가 된다,0
78480,그냥 CMS 하세여 노답........,0
65489,위쳐3와 어크오리진을 해보신분들은 하지마세요 두 게임을 짬뽕해서 다운그레이드 시키면 진삼8임,0
91284,"개적화,안습한 모션 뭐 할때마다 나오는 웅장한 브금때문에 시끄럽다. 그냥 중세생존게임할려면 라이프이즈페달 을 하던가 트리오브라이프를 하도록 추천한다.",0
86662,이거 정말 재미있습니다! 예전에 추억의 게임이 온라인으로 나온것도 추억돋는데 재미있기까지하니 금상첨화아니겠습니까.,1
59225,갤탭a는 터치안돼요?,1
21289,이게임을 하느니 야동을 하나 더 보곘습니다.,0
11484,아 파쿠르고 뭐고 게임 개좆같네,0
38550,최악의 게임중 하나... 게임은 그럭저럭 할만하나 진짜 제정신이 아닌듯한 최적화.... 캡콤 게임은 구입하기 꺼려지게 만든다. 최악의 게임 10점점 만점에 7점,0
60799,단순한 자유낙하게임입니다... 장점 : + 신기한 제목 단점 : - 불편한 조작감 - 지루함 결론을 말씀드리면 : 번들이 아니면 굳이 살 필요가...,0
46710,왜 2시간이나 했는지 모르겠음...,0
39887,야야야야ㅑㅑㅑ 재밌는데 11시간째 못 깨고 있다아아ㅏㅏㅏ,1
56285,드워프포트레스 하위호환. 드포는 무료. 이건 유료.,0
69313,"파크라이 3를 벗어나지못한 그림자. 연출, 스토리 모두 전작과 다를바 없는 전형~적인 게임... 그래서 파크라이 6나오면 안살꺼냐구요? 아뇨...",0
71040,비슷한 성격의 플랫포머와 차별성을 둘 수 없었던 것 같습니다. 플레이 도중 그만두었습니다.,0
69379,쉬운영어 쉬운퍼즐 어드벤쳐 초심자라면 추천!,1
89877,이게 갓겜이라고?ㅋㅋ 말도 안나오네 최적화 개판에다가 무슨 뭔 오류는 이리 많이뜨냐 싼값에 사봤는데 싼 이유가 있었네 뭐 노답 ㅉㅉ... 차라리 못봤더라면 NPS를 좋게 기억이라도 했지 이건 뭐 망작이네,0
59605,예구하면 사후지원 해준다면서요 DLC 숨기고 업데이트 정보도 안알려주고 사후지원 왜 안해줘요?,0
17865,전 이런 대전 게임이 맞지는 않나봐요..,0
71256,기술이 없습니까? 훔치세요! 자원이 없습니까? 뺏으세요! 정의로운 척하는 우주에서 가장 악독한 해적무리가 되어 불쌍한 복제인간들을 학살하세요! 누가 신경이나 쓴답니까?,1
66739,스팀에 올라오기 몇년전부터 하던 겜인데. 이 한마디 꼭 하고 싶었음. 모드 만들어 주시는 분들 항상 감사합니다.,1
48560,쇼군1부터 햄탈워2까지 모든 토탈워 작품 중 쇠와 쇠가 맞부딫치는 느낌을 가장 잘 살린 작품.,1
43286,리베카 하나로 모든것이 시작되고 끝난다... 무엇을 더 언급할까...... 양관 이전의 이야기..... 궁금하지아니한가???? 드루와~~!!,1
68750,조작감이 너무 안좋아서 못해먹겠다. 으으...,0
29168,크 ~~ 어디서 갓겜 냄새가 솔솔 안 나 요 ?,1
85829,스페에에에에에에에에이스!,1
57279,재밌어요 남자친구랑 할만한 게임 찾다가 하게됐는데 아기자기하고 너무 귀여워요 ㅠㅠ 크기 키우는 재미 농장 꾸미는 재미 하루에 한번씩은 꼭 들어가요 ~~,1
73243,"기본적으로 발을 사용할 수 없는 암벽등반+파쿠르 게임입니다. 짧은 거미줄을 사용할 수 있는 스파이더맨이 된 기분인데, 몰입감이 넘사벽입니다. 진짜 재밌어여. 의외로 멀미도 심하지 않아서 놀랐습니다. 발 헛디뎌서 떨어지면 자빠질 수 도 있으니 조심.",1
24632,게임따위 할 시간이 없음. 돈버는게 더 재미남. 끝.,0
1373,우리가 흔히 알고있는 모바일 방치형 게임의 형태를 그대로 띄고있다. 심지어 PC게임인데도 불구하고 모바일 게임보다 퀄리티가 훨씬 떨어진다. 그럼에도 불구하고 난 오늘도 켜서 오지게 클릭질을 하고있다. 개인적인 별점 : ★★ (2 / 5),1
52537,그래픽이 떨어진다..,0
33759,"어크특 ) 조작감 개 , 쥰내재밌음",1
39156,"very good~~ 할인가에 사는걸 추천,정가는 아까울듯",1
42400,마리오같은 플랫포머 게임. 도전과제용,0
13659,여윽시 갓겜입니다. 그런데 할수록 싸이코가 되는건 착각이겠죠?,1
